smiles,omega
C1C=c2c(cc3[nH]c4c(ccc5cc[nH]c45)c3c2=C1)-c1ccco1,0.195458
C1C=c2c(cc3[nH]c4c5ncccc5sc4c3c2=C1)-c1cncs1,0.190849
C1C=c2c(cc3[nH]c4c5sccc5c5nsnc5c4c3c2=C1)C1=CC=CC1,0.185533
C1C=c2c(cc3[nH]c4cc5C=CCc5cc4c3c2=C1)-c1cncs1,0.192429
C1C=c2c(cc3[nH]c4cc5ccc6cscc6c5cc4c3c2=C1)-c1scc2nccnc12,0.176894
C1C=c2c(cc3[nH]c4cc5ccncc5cc4c3c2=C1)-c1cccc2cscc12,0.182445
C1C=c2c(cc3[nH]c4ccc5=C[SiH2]C=c5c4c3c2=C1)-c1scc2C=C[SiH2]c12,0.182858
C1C=c2c(cc3[nH]ccc3c2=C1)-c1cc2c3cscc3ccc2c2=CCC=c12,0.189674
C1C=c2c(cc3[nH]ccc3c2=C1)-c1cc2sccc2s1,0.220038
C1C=c2c(cc3c(c4[nH]c5C=CCc5c4c4=C[SiH2]C=c34)c2=C1)-c1ccco1,0.178038
C1C=c2c(cc3c(c4c5c[nH]cc5ccc4c4=C[SiH2]C=c34)c2=C1)-c1ccco1,0.175417
C1C=c2c(cc3c(c4c5cocc5c5ccoc5c4c4=CCC=c34)c2=C1)-c1ccccc1,0.173923
C1C=c2c(cc3c(c4c5nsnc5ccc4c4=CCC=c34)c2=C1)-c1cncs1,0.182362
C1C=c2c(cc3c(c4cnc5cc[nH]c5c4c4=CCC=c34)c2=C1)-c1scc2cc[nH]c12,0.175731
C1C=c2c(cc3c4c[nH]cc4c4c(cnc5cccnc45)c3c2=C1)-c1scc2ccoc12,0.173389
C1C=c2c(cc3c4c[nH]cc4c4c5CC=Cc5cnc4c3c2=C1)-c1nccc2nsnc12,0.186745
C1C=c2c(cc3c4ccccc4c4c5[SiH2]C=Cc5c5nsnc5c4c3c2=C1)-c1ncncn1,0.17366
C1C=c2c(cc3c4ccccc4c4c5ccccc5oc4c3c2=C1)-c1scc2[SiH2]C=Cc12,0.168568
C1C=c2c(cc3c4cocc4c4c(ncc5ccc6cscc6c45)c3c2=C1)C1=CC=C[SiH2]1,0.172566
C1C=c2c(cc3c4cscc4c4c5[nH]ccc5c5ccccc5c4c3c2=C1)-c1cncs1,0.170377
C1C=c2c(cc3c4cscc4c4c5[SiH2]C=Cc5c5nsnc5c4c3c2=C1)-c1cccs1,0.17244
C1C=c2c(cc3c4cscc4c4c5ncccc5c5nsnc5c4c3c2=C1)-c1ccccc1,0.172928
C1C=c2c(cc3c4cscc4c4c5occc5[nH]c4c3c2=C1)-c1scc2C=CCc12,0.177981
C1C=c2c(cc3c4cscc4c4ccc5cscc5c4c3c2=C1)-c1ccccn1,0.174764
C1C=c2c(cc3c4cscc4ccc3c2=C1)-c1cccc2nsnc12,0.195428
C1C=c2c(cc3c4nsnc4c4c(cnc5cccnc45)c3c2=C1)-c1cccc2cscc12,0.17683
C1C=c2c(cc3c4nsnc4c4c5ncccc5cnc4c3c2=C1)-c1cccs1,0.181956
C1C=c2c(cc3c4nsnc4c4c5sccc5sc4c3c2=C1)-c1cncc2nsnc12,0.178088
C1C=c2c(cc3c4nsnc4ccc3c2=C1)-c1cc2c3cocc3ccc2c2c[nH]cc12,0.197563
C1C=c2c(cc3c4nsnc4ccc3c2=C1)-c1cc2c3nsnc3ccc2c2cocc12,0.184454
C1C=c2c(cc3c4nsnc4ccc3c2=C1)-c1scc2occc12,0.197546
C1C=c2c(cc3cc4[nH]c5ccc6c[nH]cc6c5c4cc3c2=C1)-c1scc2CC=Cc12,0.17897
C1C=c2c(cc3cc4c5cocc5c5cccnc5c4cc3c2=C1)-c1scc2cc[nH]c12,0.17977
C1C=c2c(cc3cc4c5nsnc5c5ccc6=C[SiH2]C=c6c5c4cc3c2=C1)-c1ncncn1,0.176288
C1C=c2c(cc3cc4ccc5ccncc5c4cc3c2=C1)C1=CC=CC1,0.187134
C1C=c2c(cc3cc4ncc5cc[nH]c5c4cc3c2=C1)-c1cncs1,0.191734
C1C=c2c(cc3ccc4c(ccc5ccc6cocc6c45)c3c2=C1)-c1scc2C=CCc12,0.179262
C1C=c2c(cc3ccc4c(sc5ccc6=C[SiH2]C=c6c45)c3c2=C1)-c1scc2ccsc12,0.180177
C1C=c2c(cc3ccc4c5[SiH2]C=Cc5c5cocc5c4c3c2=C1)-c1ccc[nH]1,0.186371
C1C=c2c(cc3ccc4c5CC=Cc5oc4c3c2=C1)-c1scc2C=C[SiH2]c12,0.186018
C1C=c2c(cc3ccc4c5occc5ccc4c3c2=C1)-c1scc2sccc12,0.178927
C1C=c2c(cc3ccc4c5sccc5c5=CCC=c5c4c3c2=C1)C1=CC=CC1,0.182273
C1C=c2c(cc3ccc4cc[nH]c4c3c2=C1)-c1cncs1,0.204651
C1C=c2c(cc3ccc4ccc5ccccc5c4c3c2=C1)-c1scc2sccc12,0.175447
C1C=c2c(cc3cnc4c(cnc5ccc6cscc6c45)c3c2=C1)-c1scc2cc[nH]c12,0.179552
C1C=c2c(cc3cnc4c(sc5ccc6cscc6c45)c3c2=C1)-c1scc2cc[nH]c12,0.181071
C1C=c2c(cc3cnc4ccc5c[nH]cc5c4c3c2=C1)-c1ccc[nH]1,0.197063
C1C=c2c(cc3ncc4c5[SiH2]C=Cc5c5c[nH]cc5c4c3c2=C1)-c1nccc2nsnc12,0.197323
C1C=c2c(cc3ncc4c5ncccc5c5cocc5c4c3c2=C1)C1=CC=CC1,0.185037
C1C=c2c(cc3ncc4c5ncccc5cnc4c3c2=C1)-c1scc2[nH]ccc12,0.184231
C1C=c2c(cc3oc4c([nH]c5ccc6c[nH]cc6c45)c3c2=C1)-c1scc2CC=Cc12,0.180247
C1C=c2c(cc3oc-4c([SiH2]c5cc[nH]c-45)c3c2=C1)-c1scc2[SiH2]C=Cc12,0.181688
C1C=c2c(cc3oc4c(c5cocc5c5ccc6=CCC=c6c45)c3c2=C1)-c1ncncn1,0.179042
C1C=c2c(cc3oc4c(c5nsnc5c5ccc6ccccc6c45)c3c2=C1)-c1ccco1,0.179559
C1C=c2c(cc3oc4c(cnc5ccc6ccccc6c45)c3c2=C1)-c1cncc2nsnc12,0.193236
C1C=c2c(cc3oc4ccc5c[nH]cc5c4c3c2=C1)-c1scc2C=C[SiH2]c12,0.187344
C1C=c2c(cc3sc4c(c3c2=C1)c1=C[SiH2]C=c1c1ccc2cscc2c41)-c1ncncn1,0.166055
C1C=c2c(cc3sc4c(c5cocc5c5ccncc45)c3c2=C1)-c1scc2[nH]ccc12,0.175481
C1C=c2c(cc3sc4c5CC=Cc5ccc4c3c2=C1)-c1cccc2cscc12,0.182126
C1C=c2c(cc3sc4c5ccccc5oc4c3c2=C1)-c1scc2C=CCc12,0.182653
C1C=c2c(cc3sc4c5occc5oc4c3c2=C1)-c1scc2[SiH2]C=Cc12,0.183087
C1C=c2c(cc3sccc3c2=C1)-c1cc2[SiH2]C=Cc2c2cocc12,0.191428
C1C=c2c3c([nH]c4cc(-c5ccc[nH]5)c5ccccc5c34)c3c4cocc4ccc3c2=C1,0.180369
C1C=c2c3c([nH]c4cc(sc34)-c3scc4[nH]ccc34)c3ccccc3c2=C1,0.186989
C1C=c2c3c([nH]c4ccc5=C[SiH2]C=c5c34)c3c4c[nH]cc4c(cc3c2=C1)-c1cccnc1,0.17627
C1C=c2c3c([nH]c4ccc5cocc5c34)c3c4ccccc4c(cc3c2=C1)-c1ncncn1,0.177834
C1C=c2c3c([nH]c4ccc5nsnc5c34)c3ccc(cc3c2=C1)-c1scc2C=C[SiH2]c12,0.18502
C1C=c2c3c(oc4ccc5ccccc5c34)c3ncc(cc3c2=C1)-c1nccs1,0.184623
C1C=c2c3c(oc4ccc5cocc5c34)c3ccc(cc3c2=C1)-c1ncncn1,0.194117
C1C=c2c3c(oc4ccc5nsnc5c34)c3ncc(cc3c2=C1)-c1cccc2=C[SiH2]C=c12,0.189438
C1C=c2c3c(sc4cc(-c5ccccc5)c5c[nH]cc5c34)c3ccccc3c2=C1,0.23724
C1C=c2c3c(sc4cc(-c5ncncn5)c5=C[SiH2]C=c5c34)c3ncccc3c2=C1,0.175162
C1C=c2c3C=C([SiH2]c3c3ncc4ccc5c[nH]cc5c4c3c2=C1)c1cccs1,0.174988
C1C=c2c3C=C([SiH2]c3c3ncc4ccc5cscc5c4c3c2=C1)c1scc2C=CCc12,0.167607
C1C=c2c3C=C([SiH2]c3c3oc4ccc5c[nH]cc5c4c3c2=C1)c1cccs1,0.177478
C1C=c2c3C=C([SiH2]c3c3sc4C=CCc4c3c2=C1)c1cccc2ccccc12,0.176762
C1C=c2c3C=C(Cc3c3c4ccccc4c4C=C[SiH2]c4c3c2=C1)C1=CC=CC1,0.174451
C1C=c2c3C=C(Cc3c3c4cocc4c4cc[nH]c4c3c2=C1)c1cncc2nsnc12,0.191081
C1C=c2c3C=C(Cc3c3c4nsnc4c4ccoc4c3c2=C1)c1ccc[nH]1,0.189981
C1C=c2c3C=C(Cc3c3oc4ccc5ccccc5c4c3c2=C1)c1cccc2c[nH]cc12,0.172635
C1C=c2c3C=C(Cc3c3oc4ccsc4c3c2=C1)C1=CC=CC1,0.189725
C1C=c2c3C=C(Cc3c3sc4ccsc4c3c2=C1)c1ccc[nH]1,0.189366
C1C=c2c3C=C[SiH2]c3c3c(c4CC(=Cc4c4=CCC=c34)c3cncc4nsnc34)c2=C1,0.173954
C1C=c2c3C=C[SiH2]c3c3c4cocc4c4cc(oc4c3c2=C1)-c1ncncn1,0.183944
C1C=c2c3C=C[SiH2]c3c3c4nsnc4c4cc(-c5ncncn5)c5nsnc5c4c3c2=C1,0.175339
C1C=c2c3C=C[SiH2]c3c3ccc4cc([nH]c4c3c2=C1)-c1ccccn1,0.189029
C1C=c2c3C=C[SiH2]c3c3cnc4cc(ccc4c3c2=C1)C1=CC=CC1,0.190532
C1C=c2c3C=C[SiH2]c3c3ncc4cc(-c5nccc6nsnc56)c5cocc5c4c3c2=C1,0.188853
C1C=c2c3C=C[SiH2]c3c3oc4cc(oc4c3c2=C1)-c1scc2ccoc12,0.185974
C1C=c2c3C=C[SiH2]c3c3sc4cc(cnc4c3c2=C1)-c1scc2[nH]ccc12,0.18377
C1C=c2c3C=CCc3c3c4c[nH]cc4c4cc(ncc4c3c2=C1)-c1scc2[nH]ccc12,0.179359
C1C=c2c3C=CCc3c3c4cscc4c4C=C(Cc4c3c2=C1)c1scc2[SiH2]C=Cc12,0.167773
C1C=c2c3C=CCc3c3c4cscc4c4cc(sc4c3c2=C1)-c1scc2ccoc12,0.174566
C1C=c2c3C=CCc3c3c4nsnc4c4C=C(Cc4c3c2=C1)c1cccc2ccccc12,0.180032
C1C=c2c3C=CCc3c3ccc4cc([nH]c4c3c2=C1)-c1cccc2c[nH]cc12,0.193135
C1C=c2c3C=CCc3c3ccc4cc(-c5scc6C=CCc56)c5c[nH]cc5c4c3c2=C1,0.183144
C1C=c2c3C=CCc3c3ccc4cc(-c5scc6cc[nH]c56)c5ccccc5c4c3c2=C1,0.18132
C1C=c2c3c4[nH]c(cc4oc3c3c4c[nH]cc4ccc3c2=C1)-c1cncs1,0.187474
C1C=c2c3c4[nH]c(cc4oc3c3c4cscc4ccc3c2=C1)C1=CC=CC1,0.184671
C1C=c2c3c4[nH]ccc4[nH]c3c3c(cc(-c4scc5sccc45)c4=C[SiH2]C=c34)c2=C1,0.172457
C1C=c2c3c4[nH]ccc4[nH]c3c3ncc(cc3c2=C1)-c1cccs1,0.198633
C1C=c2c3c4CC(=Cc4oc3c3ccccc3c2=C1)c1ncncn1,0.197055
C1C=c2c3c4CC(=Cc4sc3c3c4ccccc4ccc3c2=C1)c1cccnc1,0.176239
C1C=c2c3c4CC=Cc4[nH]c3c3cnc(cc3c2=C1)-c1scc2ccoc12,0.190674
C1C=c2c3c4ccccc4[nH]c3c3ncc(cc3c2=C1)-c1cncs1,0.192541
C1C=c2c3c4cnc(cc4[nH]c3c3c(ccc4=C[SiH2]C=c34)c2=C1)-c1scc2sccc12,0.176372
C1C=c2c3c4cnc(cc4[nH]c3c3c4cocc4ccc3c2=C1)-c1scc2CC=Cc12,0.182692
C1C=c2c3c4cnc(cc4oc3c3c4cscc4ccc3c2=C1)C1=CC=CC1,0.184968
C1C=c2c3c4cnccc4[nH]c3c3c4cocc4c(cc3c2=C1)-c1scc2C=C[SiH2]c12,0.177334
C1C=c2c3c4ncc(cc4[nH]c3c3cnccc3c2=C1)-c1ccccn1,0.194326
C1C=c2c3c4oc(cc4oc3c3ccccc3c2=C1)-c1cccc2cscc12,0.190939
C1C=c2c3c4occc4sc3c3c4nsnc4c(cc3c2=C1)-c1cncc2nsnc12,0.184088
C1C=c2c3cc([nH]c3c3ccc4ccncc4c3c2=C1)-c1nccs1,0.189758
C1C=c2c3cc([nH]c3c3cnc4ccc5c[nH]cc5c4c3c2=C1)-c1ccc[nH]1,0.188981
C1C=c2c3cc([nH]c3c3cnc4ccoc4c3c2=C1)-c1scc2CC=Cc12,0.189573
C1C=c2c3cc([nH]c3c3ncccc3c2=C1)C1=CC=CC1,0.204949
C1C=c2c3cc(C4=CC=C[SiH2]4)c4ccccc4c3c3ncc4cc[nH]c4c3c2=C1,0.179773
C1C=c2c3cc(-c4ccc[nH]4)c4nsnc4c3c3c4cocc4c4C=C[SiH2]c4c3c2=C1,0.177031
C1C=c2c3cc(-c4cccc5cocc45)c4cscc4c3c3ncc4ccoc4c3c2=C1,0.178845
C1C=c2c3cc(-c4cncs4)c4c[nH]cc4c3c3cc4c5cscc5ccc4cc3c2=C1,0.173767
C1C=c2c3cc(-c4nccs4)c4c[nH]cc4c3c3ccc4ccc5cscc5c4c3c2=C1,0.17236
C1C=c2c3cc(-c4scc5[nH]ccc45)c4c[nH]cc4c3c3ccc4ccoc4c3c2=C1,0.177759
C1C=c2c3cc(-c4scc5occc45)c4=C[SiH2]C=c4c3c3ccc4ccsc4c3c2=C1,0.167488
C1C=c2c3cc(-c4scc5occc45)c4cocc4c3c3cc4ccccc4cc3c2=C1,0.173763
C1C=c2c3cc(ccc3c3c4c[nH]cc4c4C=C[SiH2]c4c3c2=C1)-c1scc2sccc12,0.174338
C1C=c2c3cc(ccc3c3c4cocc4c4ccccc4c3c2=C1)C1=CC=C[SiH2]1,0.179454
C1C=c2c3cc(ccc3c3c4cscc4c4C=CCc4c3c2=C1)-c1cccc2cscc12,0.177331
C1C=c2c3cc(ccc3c3cc4c5nsnc5ccc4cc3c2=C1)-c1cncc2nsnc12,0.220033
C1C=c2c3cc(ccc3c3ccc4C=CCc4c3c2=C1)C1=CC=CC1,0.195646
C1C=c2c3cc(ccc3c3cnc4cccnc4c3c2=C1)-c1nccc2nsnc12,0.198533
C1C=c2c3cc(cnc3c3c(c4ccccc4c4=C[SiH2]C=c34)c2=C1)-c1ccc[nH]1,0.175659
C1C=c2c3cc(cnc3c3c4c[nH]cc4c4C=CCc4c3c2=C1)-c1scc2[SiH2]C=Cc12,0.179573
C1C=c2c3cc(cnc3c3c4c[nH]cc4c4ccoc4c3c2=C1)-c1scc2nccnc12,0.194651
C1C=c2c3cc(cnc3c3c4ccccc4c4C=C[SiH2]c4c3c2=C1)-c1scc2ccsc12,0.171857
C1C=c2c3cc(cnc3c3ccc4ccc5nsnc5c4c3c2=C1)-c1cccnc1,0.192963
C1C=c2c3cc(cnc3c3ccc4ccccc4c3c2=C1)-c1cccc2c[nH]cc12,0.193957
C1C=c2c3cc(ncc3c3c(c4cnccc4c4=C[SiH2]C=c34)c2=C1)-c1ccccc1,0.17516
C1C=c2c3cc(ncc3c3c4c[nH]cc4c4C=C[SiH2]c4c3c2=C1)-c1ccccn1,0.181795
C1C=c2c3cc(ncc3c3c4nsnc4c4cccnc4c3c2=C1)-c1ncncn1,0.186339
C1C=c2c3cc(ncc3c3c4nsnc4c4ccsc4c3c2=C1)-c1scc2[nH]ccc12,0.188674
C1C=c2c3cc(ncc3c3ncc4C=CCc4c3c2=C1)-c1scc2[nH]ccc12,0.193697
C1C=c2c3cc(oc3c3cc4ccccc4cc3c2=C1)-c1cccc2cscc12,0.183673
C1C=c2c3cc(sc3c3c(c4ccccc4c4=CCC=c34)c2=C1)-c1scc2ccsc12,0.169825
C1C=c2c3cc(sc3c3c4ccccc4c4ccncc4c3c2=C1)-c1scc2cc[nH]c12,0.173171
C1C=c2c3cc(sc3c3c4nsnc4c4cc[nH]c4c3c2=C1)-c1cccnc1,0.184738
C1C=c2c3cc(sc3c3ccc4ccc5cocc5c4c3c2=C1)-c1cncc2nsnc12,0.197683
C1C=c2c3cc(sc3c3cnc4ccc5cscc5c4c3c2=C1)-c1cncc2nsnc12,0.193643
C1C=c2c3cc[nH]c3c3c4nsnc4c4cc(oc4c3c2=C1)C1=CC=CC1,0.194288
C1C=c2c3cc[nH]c3c3cc4[SiH2]C(=Cc4cc3c2=C1)c1ccco1,0.192341
C1C=c2c3cc[nH]c3c3cc4sc(cc4cc3c2=C1)-c1scc2C=C[SiH2]c12,0.183269
C1C=c2c3cc[nH]c3c3sc4cc(ccc4c3c2=C1)-c1cccs1,0.193943
C1C=c2c3cc[nH]c3c3sc4cc(ncc4c3c2=C1)-c1ccccc1,0.194975
C1C=c2c3cc4C=C[SiH2]c4cc3c3c4cscc4c(cc3c2=C1)-c1nccc2nsnc12,0.184745
C1C=c2c3cc4ccc5nsnc5c4cc3c3ncc(cc3c2=C1)-c1nccs1,0.187932
C1C=c2c3ccc4=C[SiH2]C=c4c3c3cc4oc(cc4cc3c2=C1)-c1scc2ccsc12,0.177242
C1C=c2c3ccc4=C[SiH2]C=c4c3c3cnc(cc3c2=C1)-c1ccccn1,0.186146
C1C=c2c3ccc4ccccc4c3c3c4c[nH]cc4c(cc3c2=C1)-c1scc2C=CCc12,0.17316
C1C=c2c3ccc4ccccc4c3c3cc4[nH]c(cc4cc3c2=C1)-c1cccs1,0.181345
C1C=c2c3ccc4cocc4c3c3cc4ccc(cc4cc3c2=C1)-c1scc2sccc12,0.18185
C1C=c2c3ccc4cscc4c3c3c4c[nH]cc4c4cc(ncc4c3c2=C1)-c1ccco1,0.173238
C1C=c2c3ccc4cscc4c3c3ccc4cc(cnc4c3c2=C1)-c1nccc2nsnc12,0.193877
C1C=c2c3ccccc3c3c4ccccc4c4C=C(Cc4c3c2=C1)c1scc2ccsc12,0.170061
C1C=c2c3cccnc3c3c4c[nH]cc4c4cc(ccc4c3c2=C1)-c1cncs1,0.184039
C1C=c2c3cccnc3c3c4ccccc4c4cc(oc4c3c2=C1)-c1cccnc1,0.181341
C1C=c2c3cccnc3c3c4cscc4c4C=C(Cc4c3c2=C1)c1ccccc1,0.175963
C1C=c2c3cccnc3c3cc4cnc(cc4cc3c2=C1)-c1scc2nccnc12,0.193073
C1C=c2c3cccnc3c3ccc4cc([nH]c4c3c2=C1)-c1cccc2=C[SiH2]C=c12,0.1933
C1C=c2c3cccnc3c3ccc4cc(cnc4c3c2=C1)-c1scc2ccsc12,0.188502
C1C=c2c3cccnc3c3cnc4cc(-c5scc6cc[nH]c56)c5c[nH]cc5c4c3c2=C1,0.184564
C1C=c2c3cccnc3c3ncc4cc(-c5ncncn5)c5cscc5c4c3c2=C1,0.187458
C1C=c2c3ccncc3c3c(c4cnc(cc4c4=CCC=c34)-c3scc4cc[nH]c34)c2=C1,0.17975
C1C=c2c3ccncc3c3c4ccccc4c4cc([nH]c4c3c2=C1)-c1nccs1,0.180557
C1C=c2c3ccncc3c3c4cocc4c4cc(-c5cncs5)c5nsnc5c4c3c2=C1,0.181572
C1C=c2c3ccncc3c3ccc4cc(sc4c3c2=C1)-c1scc2CC=Cc12,0.188207
C1C=c2c3ccncc3c3cnc4cc(-c5cccnc5)c5c[nH]cc5c4c3c2=C1,0.189069
C1C=c2c3ccncc3c3cnc4cc(-c5cncc6nsnc56)c5c[nH]cc5c4c3c2=C1,0.204401
C1C=c2c3ccoc3c3c(c4c5c[nH]cc5c(cc4c4=C[SiH2]C=c34)C3=CC=CC3)c2=C1,0.169574
C1C=c2c3ccoc3c3c4c[nH]cc4c(cc3c2=C1)-c1nccs1,0.195962
C1C=c2c3ccoc3c3c4cscc4c4cc([nH]c4c3c2=C1)-c1cccs1,0.184257
C1C=c2c3ccoc3c3ncc4cc(oc4c3c2=C1)-c1scc2nccnc12,0.206566
C1C=c2c3ccsc3c3c4cocc4c4cc(sc4c3c2=C1)-c1nccs1,0.184262
C1C=c2c3ccsc3c3c4cscc4c4C=C([SiH2]c4c3c2=C1)c1scc2nccnc12,0.168786
C1C=c2c3ccsc3c3c4cscc4c4cc(ncc4c3c2=C1)-c1scc2[nH]ccc12,0.177833
C1C=c2c3ccsc3c3cc4c(cc(-c5ccco5)c5ccccc45)cc3c2=C1,0.183462
C1C=c2c3ccsc3c3cc4CC(=Cc4cc3c2=C1)c1cccc2ccccc12,0.186028
C1C=c2c3ccsc3c3cc4ncc(cc4cc3c2=C1)-c1ccc[nH]1,0.196669
C1C=c2c3ccsc3c3cnc4cc(-c5cncs5)c5ccccc5c4c3c2=C1,0.184571
C1C=c2c3ccsc3c3ncc4cc(-c5scc6cc[nH]c56)c5c[nH]cc5c4c3c2=C1,0.183574
C1C=c2ccc3[nH]c4c(c5cocc5c5cc(ncc45)-c4ccccn4)c3c2=C1,0.190607
C1C=c2ccc3[nH]c4c5CC(=Cc5ccc4c3c2=C1)c1scc2C=CCc12,0.196071
C1C=c2ccc3[nH]c4c5ncc(cc5[nH]c4c3c2=C1)-c1cccc2cocc12,0.19956
C1C=c2ccc3[nH]c4c5ncc(cc5oc4c3c2=C1)-c1cccnc1,0.203116
C1C=c2ccc3c(c4[nH]c5C=C(Cc5c4c4=C[SiH2]C=c34)c3scc4occc34)c2=C1,0.169734
C1C=c2ccc3c(c4[SiH2]c5cc([nH]c5-c4c4=C[SiH2]C=c34)-c3cccc4cocc34)c2=C1,0.16936
C1C=c2ccc3c(c4c5cscc5c(cc4c4=C[SiH2]C=c34)-c3cccs3)c2=C1,0.171952
C1C=c2ccc3c(c4cc5oc(cc5cc4c4=C[SiH2]C=c34)-c3scc4CC=Cc34)c2=C1,0.174366
C1C=c2ccc3c(c4cc5sc(cc5cc4c4=CCC=c34)-c3scc4ccoc34)c2=C1,0.179267
C1C=c2ccc3c(c4cnc5cc(sc5c4c4=CCC=c34)-c3scc4nccnc34)c2=C1,0.185715
C1C=c2ccc3c(c4oc5cc([nH]c5c4c4=C[SiH2]C=c34)-c3ccccc3)c2=C1,0.178155
C1C=c2ccc3c(c4sc5cc([nH]c5c4c4=C[SiH2]C=c34)-c3ccccc3)c2=C1,0.176352
C1C=c2ccc3c(c4sc5cc(oc5c4c4=CCC=c34)-c3cncs3)c2=C1,0.182737
C1C=c2ccc3c4c[nH]cc4c4c5cnc(cc5oc4c3c2=C1)-c1scc2CC=Cc12,0.184333
C1C=c2ccc3c4c[nH]cc4c4cc(ncc4c3c2=C1)C1=CC=C[SiH2]1,0.193469
C1C=c2ccc3c4c[nH]cc4c4cc5cc(-c6nccs6)c6=C[SiH2]C=c6c5cc4c3c2=C1,0.174371
C1C=c2ccc3c4cocc4c(cc3c2=C1)-c1cc2CC=Cc2c2=C[SiH2]C=c12,0.189143
C1C=c2ccc3c4cocc4c4c5cnc(cc5oc4c3c2=C1)-c1scc2[nH]ccc12,0.188409
C1C=c2ccc3c4cocc4c4c5ncc(cc5sc4c3c2=C1)-c1cncs1,0.18929
C1C=c2ccc3c4cocc4c4c5oc(cc5cnc4c3c2=C1)-c1nccs1,0.196602
C1C=c2ccc3c4cocc4c4cc(-c5cccc6cocc56)c5nsnc5c4c3c2=C1,0.186446
C1C=c2ccc3c4cscc4c4c([nH]c5cc(-c6ccc[nH]6)c6nsnc6c45)c3c2=C1,0.178822
C1C=c2ccc3c4cscc4c4c5[SiH2]C(=Cc5cnc4c3c2=C1)c1scc2ccsc12,0.176149
C1C=c2ccc3c4cscc4c4c5cnc(cc5ncc4c3c2=C1)-c1scc2cc[nH]c12,0.185642
C1C=c2ccc3c4cscc4c4c5cnc(cc5oc4c3c2=C1)-c1cccc2c[nH]cc12,0.19183
C1C=c2ccc3c4cscc4c4c5oc(cc5sc4c3c2=C1)-c1scc2ccsc12,0.17834
C1C=c2ccc3c4nsnc4c4c5cnc(cc5[nH]c4c3c2=C1)C1=CC=CC1,0.19512
C1C=c2ccc3cc4c(cc3c2=C1)c1c2nsnc2c(cc1c1=CCC=c41)C1=CC=CC1,0.182858
C1C=c2ccc3cc4c5c[nH]cc5c5cc(sc5c4cc3c2=C1)-c1cccc2c[nH]cc12,0.184044
C1C=c2ccc3cc4sc5C=C(Cc5c4cc3c2=C1)c1cccc2ccccc12,0.191145
C1C=c2ccc3ccc4c5[nH]c(cc5ncc4c3c2=C1)-c1cccc2ccccc12,0.194178
C1C=c2ccc3ccc4c5[SiH2]C(=Cc5c5nsnc5c4c3c2=C1)c1scc2[nH]ccc12,0.176332
C1C=c2ccc3ccc4c5ccc(cc5c5cscc5c4c3c2=C1)-c1scc2C=CCc12,0.187539
C1C=c2ccc3ccc4c5ccc(cc5sc4c3c2=C1)C1=CC=C[SiH2]1,0.199059
C1C=c2ccc3ccc4c5cnc(cc5c5nsnc5c4c3c2=C1)-c1nccs1,0.193933
C1C=c2ccc3ccc4c5ncc(cc5c5nsnc5c4c3c2=C1)-c1cccc2cscc12,0.191723
C1C=c2ccc3cnc4c([nH]c5cc(-c6scc7ccoc67)c6cocc6c45)c3c2=C1,0.184951
C1C=c2ccc3cnc4c(ncc5cc(-c6ncncn6)c6nsnc6c45)c3c2=C1,0.195003
C1C=c2ccc3cnc4c5c6cocc6c(cc5c5cocc5c4c3c2=C1)-c1ccccn1,0.182951
C1C=c2ccc3cnc4c5cnc(cc5c5cocc5c4c3c2=C1)-c1ccc[nH]1,0.200145
C1C=c2ccc3cnc4c5ncc(cc5sc4c3c2=C1)-c1cccc2cocc12,0.220633
C1C=c2ccc3cnc4c5oc(cc5c5=CCC=c5c4c3c2=C1)-c1scc2cc[nH]c12,0.183864
C1C=c2ccc3cnc4c5oc(cc5c5cocc5c4c3c2=C1)-c1ccccn1,0.19311
C1C=c2ccc3cnc4c5sc(cc5ccc4c3c2=C1)-c1scc2C=CCc12,0.194382
C1C=c2ccc3cnc4cc(oc4c3c2=C1)-c1cccc2nsnc12,0.214157
C1C=c2ccc3cnc4cc5cc(sc5cc4c3c2=C1)-c1scc2[nH]ccc12,0.191337
C1C=c2ccc3ncc(cc3c2=C1)-c1cc2ccccc2o1,0.209861
C1C=c2ccc3ncc4c(ccc5cc(-c6scc7occc67)c6=C[SiH2]C=c6c45)c3c2=C1,0.175634
C1C=c2ccc3ncc4c(sc5cc(-c6cncs6)c6=C[SiH2]C=c6c45)c3c2=C1,0.182782
C1C=c2ccc3ncc4c5c6c[nH]cc6c(cc5c5nsnc5c4c3c2=C1)-c1ncncn1,0.186849
C1C=c2ccc3ncc4c5CC(=Cc5c5cscc5c4c3c2=C1)c1scc2sccc12,0.172774
C1C=c2ccc3ncc4cc(-c5cccc6nsnc56)c5cocc5c4c3c2=C1,0.20567
C1C=c2ccc3ncc4cc(oc4c3c2=C1)-c1cccc2cocc12,0.212043
C1C=c2ccc3ncc4cc5cc([nH]c5cc4c3c2=C1)-c1scc2C=C[SiH2]c12,0.192748
C1C=c2ccc3oc4c5CC(=Cc5c5=CCC=c5c4c3c2=C1)c1scc2ccoc12,0.174283
C1C=c2ccc3sc4c(c3c2=C1)c1=CCC=c1c1cc(ncc41)-c1scc2cc[nH]c12,0.179271
C1C=c2ccc3sc4c(ccc5cc(-c6ccco6)c6cscc6c45)c3c2=C1,0.190971
